exIdx	themeGiven	recipientGiven	themeDefinite	recipientDefinite	verbSense	themeAnimacy	recipientAnimacy	isDative	ableToTiebreak	verbLemma	themePronominal	recipientPronominal	themeLength	recipientLength	themeNumber	recipientNumber	structure	verbClass	recipientPerson	themePerson	previousStructure
3553269	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	hit	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3553527	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	fly	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3553648	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	hit	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3553742	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	flip	TRUE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3553801	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3554501	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	flip	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3555610	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	pull	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3555666	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	slam	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3555667	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	slam	TRUE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3556006	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	fly	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3556519	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3556722	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	hit	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3556834	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	flip	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3557440	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	advance	TRUE	FALSE	NA	NA	NA	NA	PP	FUTURE HAVING	third	third	NA
3557516	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	fly	TRUE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	first	NA
3557774	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	catapult	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3558954	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	lug	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3558986	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3559083	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	catapult	TRUE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3559093	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	carry	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	second	NA
3559131	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	cart	TRUE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3559160	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	tow	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3559161	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	fly	TRUE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3559519	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	carry	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3559561	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	sign	FALSE	FALSE	NA	NA	NA	NA	PP	COMMUNICATION INSTRUMENT	third	third	NA
3559607	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	push	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	first	NA
3559929	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	catapult	TRUE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3560239	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	take	TRUE	FALSE	NA	NA	NA	NA	PP	BRING/TAKE	third	third	NA
3560454	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	fly	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3560536	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	fly	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3560808	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3560880	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	schlep	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3561326	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	advance	FALSE	FALSE	NA	NA	NA	NA	PP	FUTURE HAVING	third	third	NA
3561386	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	slide	FALSE	FALSE	NA	NA	NA	NA	PP	SLIDE	third	third	NA
3561387	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	slide	FALSE	FALSE	NA	NA	NA	NA	PP	SLIDE	third	third	NA
3561514	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	tow	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3561568	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	kick	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3561840	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	advance	FALSE	FALSE	NA	NA	NA	NA	PP	FUTURE HAVING	third	third	NA
3562272	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	hit	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3562366	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	catapult	TRUE	FALSE	NA	NA	NA	NA	PP	THROWING	third	second	NA
3562630	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	pull	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3562736	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	advance	FALSE	FALSE	NA	NA	NA	NA	PP	FUTURE HAVING	third	third	NA
3562871	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3562979	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	take	FALSE	FALSE	NA	NA	NA	NA	PP	BRING/TAKE	third	third	NA
3563028	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	push	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3563328	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	tow	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3563736	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	cart	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3563886	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3563915	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3564038	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	catapult	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3564267	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	fling	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3564338	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	carry	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3564498	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	slide	FALSE	FALSE	NA	NA	NA	NA	PP	SLIDE	third	third	NA
3564762	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	roll	TRUE	FALSE	NA	NA	NA	NA	PP	SLIDE	third	third	NA
3566045	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	fly	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3566622	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	cart	TRUE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3567052	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	slide	FALSE	FALSE	NA	NA	NA	NA	PP	SLIDE	third	third	NA
3567053	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	slide	FALSE	FALSE	NA	NA	NA	NA	PP	SLIDE	third	third	NA
3567196	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	shove	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3567342	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	lug	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3567581	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drive	TRUE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	second	NA
3568420	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	kick	TRUE	FALSE	NA	NA	NA	NA	PP	THROWING	third	second	NA
3568671	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	kick	TRUE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3569463	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3569641	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3569642	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3569643	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3569871	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	cart	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3570012	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	pull	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3368	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	send	FALSE	TRUE	14	1	Sing	Sing	DO	SEND	third	third	PP
4490	Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	slip	FALSE	TRUE	1	1	NA	Sing	DO	SEND	third	third	None
5503	Not Given	Given	Indefinite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	offer	FALSE	FALSE	9	1	Sing	Plur	DO	FUTURE HAVING	third	third	None
6362	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	concede	FALSE	FALSE	3	3	Sing	Plur	PP	FUTURE HAVING	third	third	None
6390	Not Given	Not Given	Indefinite	Definite	Transfer Posession	NotConcrete	NotConcrete	TRUE	TRUE	refund	FALSE	FALSE	9	9	Sing	Sing	PP	GIVE	third	third	None
8701	Given	Given	Indefinite	Definite	Abstract	NotConcrete	Concrete	TRUE	TRUE	allocate	FALSE	FALSE	6	3	Sing	Sing	PP	FUTURE HAVING	third	third	None
9473	Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	quote	FALSE	FALSE	2	16	Sing	Sing	PP	MESSAGE TRANSFER	third	third	None
9913	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	assign	FALSE	FALSE	3	7	Plur	Plur	PP	FUTURE HAVING	third	third	None
11772	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	grant	FALSE	TRUE	2	1	Plur	Plur	DO	FUTURE HAVING	third	third	None
11835	Not Given	Not Given	Definite	Definite	Abstract	Concrete	Organization	TRUE	TRUE	will	FALSE	FALSE	2	6	Sing	Sing	PP	FUTURE HAVING	third	third	None
12149	Not Given	Not Given	Definite	Indefinite	Communication	NotConcrete	Human	TRUE	TRUE	ask	FALSE	FALSE	4	1	Plur	Plur	DO	MESSAGE TRANSFER	third	third	None
13059	Given	Given	Indefinite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	leave	FALSE	TRUE	3	2	Sing	Plur	PP	FUTURE HAVING	first	third	None
15034	Not Given	Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	guarantee	FALSE	TRUE	4	1	Sing	Plur	DO	FUTURE HAVING	third	third	None
16925	Not Given	Not Given	Definite	Indefinite	Abstract	NotConcrete	Organization	TRUE	TRUE	pose	FALSE	FALSE	5	4	Sing	Sing	PP	MESSAGE TRANSFER	third	third	None
17678	Not Given	Not Given	Definite	Definite	Abstract	Concrete	Human	TRUE	TRUE	will	FALSE	FALSE	1	3	Sing	Sing	PP	FUTURE HAVING	third	third	None
17783	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	Concrete	TRUE	TRUE	tip	FALSE	FALSE	2	3	Sing	Sing	PP	THROWING	third	third	None
19481	Not Given	Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	ask	FALSE	TRUE	6	1	Plur	Plur	DO	MESSAGE TRANSFER	third	third	None
19489	Not Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	post	FALSE	TRUE	3	2	Sing	NA	PP	SEND	second	third	PP
19937	Not Given	Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	read	FALSE	TRUE	5	2	Sing	NA	PP	MESSAGE TRANSFER	second	third	None
20612	Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	bring	TRUE	TRUE	1	2	Sing	Sing	PP	BRING/TAKE	third	third	None
21285	Given	Not Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	will	TRUE	FALSE	1	4	Sing	Plur	PP	FUTURE HAVING	third	third	None
22336	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	send	FALSE	TRUE	7	1	Sing	NA	DO	SEND	second	third	PP
22721	Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	preach	FALSE	FALSE	1	6	Sing	Plur	PP	MESSAGE TRANSFER	third	third	PP
23550	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	vote	FALSE	TRUE	2	1	Sing	Sing	DO	FUTURE HAVING	third	third	None
23580	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	bring	FALSE	TRUE	7	1	Sing	NA	DO	BRING/TAKE	second	third	DO
24934	Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	throw	FALSE	FALSE	4	3	Sing	Sing	PP	THROWING	third	third	PP
25739	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	sell	FALSE	TRUE	2	1	Sing	Sing	DO	GIVE	third	third	None
26458	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Organization	TRUE	TRUE	cite	FALSE	FALSE	6	1	Sing	Sing	DO	MESSAGE TRANSFER	third	third	None
26820	Given	Not Given	Definite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	wire	FALSE	FALSE	2	6	Plur	Plur	PP	COMMUNICATION INSTRUMENT	third	third	None
27525	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Concrete	TRUE	TRUE	pay	FALSE	FALSE	2	22	Sing	Plur	PP	GIVE	third	third	None
28137	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	owe	FALSE	TRUE	7	2	Sing	NA	DO	FUTURE HAVING	second	third	None
30316	Given	Not Given	Definite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	smuggle	TRUE	FALSE	1	2	Sing	Plur	PP	SEND	third	third	None
31222	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	assign	FALSE	FALSE	3	5	Sing	Sing	PP	FUTURE HAVING	third	third	None
31663	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	e-mail	FALSE	FALSE	3	3	Sing	Sing	PP	COMMUNICATION INSTRUMENT	third	third	None
32018	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	chuck	FALSE	TRUE	7	1	Sing	Sing	DO	THROWING	first	third	None
32356	Given	Not Given	Definite	Definite	Communication	NotConcrete	NotConcrete	TRUE	TRUE	e-mail	TRUE	FALSE	1	4	Plur	Sing	PP	COMMUNICATION INSTRUMENT	third	third	None
32472	Not Given	Not Given	Definite	Indefinite	Abstract	NotConcrete	Organization	TRUE	TRUE	pass	FALSE	FALSE	2	4	Sing	Sing	PP	GIVE	third	third	None
32657	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	issue	FALSE	FALSE	4	5	Sing	Sing	PP	FUTURE HAVING	third	third	None
35467	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	slam	FALSE	FALSE	2	10	Plur	Plur	PP	THROWING	third	third	None
35884	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	mail	FALSE	FALSE	2	7	Sing	Sing	PP	SEND	third	third	None
36905	Not Given	Not Given	Definite	Definite	Abstract	Concrete	Organization	TRUE	TRUE	allot	FALSE	FALSE	2	11	Sing	Plur	PP	FUTURE HAVING	third	third	None
37444	Not Given	Not Given	Definite	Definite	Transfer Posession	Human	Organization	TRUE	TRUE	trade	FALSE	FALSE	2	3	Sing	Plur	PP	GIVE	third	third	None
39398	Not Given	Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	tip	FALSE	TRUE	2	2	Sing	Plur	PP	THROWING	third	third	None
40599	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	allot	FALSE	FALSE	4	4	Plur	Sing	PP	FUTURE HAVING	third	third	None
41302	Not Given	Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	render	FALSE	TRUE	2	2	Plur	NA	PP	GIVE	second	third	None
41908	Given	Not Given	Definite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	roll	FALSE	FALSE	4	2	Sing	NA	PP	SLIDE	third	third	PP
44107	Not Given	Given	Indefinite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	smuggle	FALSE	FALSE	1	2	Plur	Plur	PP	SEND	third	third	None
45609	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	yield	FALSE	FALSE	4	5	Plur	Sing	PP	FUTURE HAVING	third	third	None
46018	Given	Not Given	Definite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	punt	FALSE	FALSE	4	4	Sing	Sing	PP	THROWING	third	third	None
47410	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	bequeath	FALSE	FALSE	10	1	Plur	Sing	DO	FUTURE HAVING	third	third	None
47735	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	sneak	FALSE	TRUE	2	1	Sing	Sing	DO	SEND	third	third	None
48284	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	award	FALSE	FALSE	2	6	Sing	Sing	PP	FUTURE HAVING	third	third	PP
48566	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	give	FALSE	TRUE	9	1	Plur	NA	DO	GIVE	second	third	None
50623	Given	Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	teach	TRUE	TRUE	1	1	Sing	Plur	DO	MESSAGE TRANSFER	third	third	None
51410	Given	Given	Indefinite	Definite	Communication	NotConcrete	Organization	TRUE	TRUE	signal	FALSE	FALSE	3	5	Sing	Sing	PP	COMMUNICATION INSTRUMENT	third	third	None
52427	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	shoot	FALSE	TRUE	3	1	Sing	Sing	DO	THROWING	third	third	None
53890	Given	Given	Definite	Definite	Communication	NotConcrete	Organization	TRUE	TRUE	phone	FALSE	TRUE	2	1	Sing	Plur	DO	COMMUNICATION INSTRUMENT	first	third	None
55604	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	serve	FALSE	FALSE	1	2	Plur	Plur	PP	GIVE	third	third	None
56735	Not Given	Not Given	Indefinite	Indefinite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	wire	FALSE	FALSE	1	7	Sing	Sing	PP	COMMUNICATION INSTRUMENT	third	third	None
58220	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	telegraph	FALSE	FALSE	3	4	Sing	Sing	PP	COMMUNICATION INSTRUMENT	third	third	None
58309	Not Given	Given	Definite	Indefinite	Abstract	NotConcrete	Concrete	TRUE	TRUE	lend	FALSE	FALSE	4	3	Plur	Plur	PP	GIVE	third	third	None
58359	Not Given	Given	Indefinite	Definite	Abstract	Concrete	Human	TRUE	TRUE	allocate	FALSE	FALSE	1	4	Plur	Plur	PP	FUTURE HAVING	third	third	None
59054	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Organization	TRUE	TRUE	allocate	FALSE	FALSE	2	2	Sing	Sing	PP	FUTURE HAVING	third	third	None
59995	Not Given	Not Given	Definite	Definite	Abstract	Time	Human	TRUE	TRUE	cite	FALSE	FALSE	7	3	Plur	Plur	PP	MESSAGE TRANSFER	third	third	None
62620	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	flick	FALSE	TRUE	2	1	Sing	Sing	DO	THROWING	first	third	None
63065	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Organization	TRUE	TRUE	lend	FALSE	FALSE	1	5	Sing	Sing	PP	GIVE	third	third	None
63312	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Animal	TRUE	TRUE	sneak	FALSE	TRUE	8	1	Sing	Sing	DO	SEND	third	third	None
63522	Not Given	Not Given	Definite	Definite	Transfer Posession	Human	Organization	TRUE	TRUE	trade	FALSE	FALSE	11	2	Sing	Sing	PP	GIVE	third	third	None
63624	Not Given	Not Given	Indefinite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	sneak	FALSE	FALSE	2	7	Sing	Sing	PP	SEND	third	third	None
64029	Not Given	Not Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	slip	FALSE	FALSE	2	14	Sing	Sing	PP	SEND	third	third	None
64721	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	cede	FALSE	FALSE	2	27	Plur	Sing	PP	FUTURE HAVING	third	third	None
66659	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	pose	FALSE	FALSE	2	7	Sing	Plur	PP	MESSAGE TRANSFER	third	third	None
70631	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	throw	FALSE	TRUE	2	1	Sing	NA	DO	THROWING	second	third	None
71609	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	refund	FALSE	TRUE	8	1	Plur	NA	DO	GIVE	second	third	DO
72150	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	push	FALSE	FALSE	2	4	Plur	Plur	PP	CARRY	third	third	None
72297	Not Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	tell	FALSE	FALSE	1	1	NA	Sing	DO	MESSAGE TRANSFER	third	third	None
72819	Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	sneak	FALSE	FALSE	1	3	Sing	NA	PP	SEND	third	third	None
73500	Not Given	Given	Definite	Definite	Abstract	Concrete	Human	TRUE	TRUE	slip	FALSE	TRUE	2	1	Sing	Sing	DO	SEND	third	third	None
73669	Not Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	telegraph	FALSE	FALSE	5	4	Sing	Plur	PP	COMMUNICATION INSTRUMENT	third	third	None
74216	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	toss	FALSE	FALSE	2	6	Plur	Plur	PP	THROWING	third	third	None
74339	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	shove	FALSE	FALSE	3	11	Sing	Plur	PP	THROWING	third	third	None
74362	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	concede	FALSE	FALSE	2	3	Sing	Sing	PP	FUTURE HAVING	third	third	None
74384	Not Given	Not Given	Indefinite	Indefinite	Communication	NotConcrete	Human	TRUE	TRUE	feed	FALSE	FALSE	1	1	Plur	Plur	DO	GIVE	third	third	None
77066	Not Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	ask	FALSE	FALSE	7	2	NA	Plur	DO	MESSAGE TRANSFER	third	third	DO
77580	Given	Not Given	Definite	Indefinite	Communication	NotConcrete	Human	TRUE	TRUE	pose	FALSE	FALSE	4	6	Plur	Plur	PP	MESSAGE TRANSFER	third	third	None
78274	Not Given	Given	Definite	Definite	Abstract	Time	Human	TRUE	TRUE	leave	FALSE	TRUE	5	1	Sing	NA	DO	FUTURE HAVING	second	third	None
80299	Not Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	hand	FALSE	TRUE	2	2	Sing	NA	PP	SEND	second	third	None
81628	Not Given	Not Given	Indefinite	Definite	Abstract	Concrete	Organization	TRUE	TRUE	fax	FALSE	FALSE	6	3	Sing	Sing	PP	COMMUNICATION INSTRUMENT	third	third	None
83032	Given	Not Given	Definite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	leave	FALSE	FALSE	4	7	NA	Plur	PP	FUTURE HAVING	third	third	None
85222	Not Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	extend	FALSE	FALSE	6	6	Plur	Plur	PP	FUTURE HAVING	third	third	None
85779	Not Given	Not Given	Definite	Indefinite	Communication	NotConcrete	Human	TRUE	TRUE	read	FALSE	FALSE	3	1	Plur	Plur	DO	MESSAGE TRANSFER	third	third	None
85836	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	quote	FALSE	FALSE	2	2	Sing	NA	DO	MESSAGE TRANSFER	third	third	None
86365	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	float	FALSE	FALSE	5	1	Sing	Sing	DO	SLIDE	third	third	None
86868	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Organization	TRUE	TRUE	award	FALSE	FALSE	2	9	Plur	Plur	PP	FUTURE HAVING	third	third	None
87199	Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	throw	FALSE	TRUE	2	1	Sing	NA	DO	THROWING	second	third	DO
90887	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	yield	FALSE	TRUE	6	1	Sing	Plur	DO	FUTURE HAVING	first	third	None
92247	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Mix	TRUE	TRUE	feed	FALSE	FALSE	1	9	Sing	Sing	PP	GIVE	third	third	None
93497	Not Given	Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	teach	FALSE	TRUE	9	1	Plur	NA	DO	MESSAGE TRANSFER	second	third	None
